Categoría,Subcategoría,Concepto o duda,Variante de búsqueda usada,Fuente,URL exacta,Nombre normalizado de la fuente en NotebookLM,Estado,Método de incorporación,Ruta del DOCX puente si procede,Error de importación si procede,Breve descripción de utilidad didáctica,Prioridad,Ejemplo de pregunta del alumno,Modo pedagógico recomendado,Tipo de duda,Fecha de consulta,Referencia bibliográfica APA
gramática,morfología y clases de palabras,"ultimátum, plural","site:fundeu.es/recomendacion ultimátum, plural",FundéuRAE,https://www.fundeu.es/recomendacion/ultimatum-ultimatums-ultimato-ultimatos/,"Gramática — FundéuRAE — ultimátum, plural",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar ultimátum, plural.",alta,"¿Cómo se aplica correctamente el criterio de ultimátum, plural en mi frase?",socrático fuerte,gramatical,2026-06-25,"FundéuRAE. (s. f.). ultimátum, plural. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/ultimatum-ultimatums-ultimato-ultimatos/"
ortotipografía,convenciones gráficas,siglas y acrónimos,site:fundeu.es/recomendacion siglas y acrónimos,FundéuRAE,https://www.fundeu.es/recomendacion/siglas-y-acronimos-claves-de-redaccion/,Ortotipografía — FundéuRAE — siglas y acrónimos,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar siglas y acrónimos.",media,¿Cómo se aplica correctamente el criterio de siglas y acrónimos en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). siglas y acrónimos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/siglas-y-acronimos-claves-de-redaccion/"
ortotipografía,convenciones gráficas,símbolos y abreviaturas,site:fundeu.es/recomendacion símbolos y abreviaturas,FundéuRAE,https://www.fundeu.es/recomendacion/claves-para-usar-simbolos-y-abreviaturas-1189/,Ortotipografía — FundéuRAE — símbolos y abreviaturas,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar símbolos y abreviaturas.",media,¿Cómo se aplica correctamente el criterio de símbolos y abreviaturas en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). símbolos y abreviaturas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/claves-para-usar-simbolos-y-abreviaturas-1189/"
ortotipografía,convenciones gráficas,comillas,site:fundeu.es/recomendacion comillas,FundéuRAE,https://www.fundeu.es/recomendacion/comillas-uso-de-este-signo-ortografico/,Ortotipografía — FundéuRAE — comillas,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar comillas.",media,¿Cómo se aplica correctamente el criterio de comillas en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). comillas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/comillas-uso-de-este-signo-ortografico/"
ortografía,acentuación y grafías,guion,site:fundeu.es/recomendacion guion,FundéuRAE,https://www.fundeu.es/recomendacion/guion-claves-para-usar-este-signo-1250/,Ortografía — FundéuRAE — guion,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar guion.",alta,¿Cómo se aplica correctamente el criterio de guion en mi frase?,consulta directa,ortográfica,2026-06-25,"FundéuRAE. (s. f.). guion. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/guion-claves-para-usar-este-signo-1250/"
puntuación,signos y delimitación,punto y coma,site:fundeu.es/recomendacion punto y coma,FundéuRAE,https://www.fundeu.es/recomendacion/punto-y-coma-claves-de-uso/,Puntuación — FundéuRAE — punto y coma,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar punto y coma.",alta,¿Cómo se aplica correctamente el criterio de punto y coma en mi frase?,socrático fuerte,ortográfica,2026-06-25,"FundéuRAE. (s. f.). punto y coma. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/punto-y-coma-claves-de-uso/"
puntuación,signos y delimitación,puntos suspensivos,site:fundeu.es/recomendacion puntos suspensivos,FundéuRAE,https://www.fundeu.es/recomendacion/puntos-suspensivos-claves-para-un-uso-adecuado/,Puntuación — FundéuRAE — puntos suspensivos,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar puntos suspensivos.",alta,¿Cómo se aplica correctamente el criterio de puntos suspensivos en mi frase?,socrático fuerte,ortográfica,2026-06-25,"FundéuRAE. (s. f.). puntos suspensivos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/puntos-suspensivos-claves-para-un-uso-adecuado/"
puntuación,signos y delimitación,etcétera y puntos suspensivos,site:fundeu.es/recomendacion etcétera y puntos suspensivos,FundéuRAE,https://www.fundeu.es/recomendacion/etc-no-va-seguido-de-puntos-suspensivos-1531/,Puntuación — FundéuRAE — etcétera y puntos suspensivos,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar etcétera y puntos suspensivos.",alta,¿Cómo se aplica correctamente el criterio de etcétera y puntos suspensivos en mi frase?,socrático fuerte,ortográfica,2026-06-25,"FundéuRAE. (s. f.). etcétera y puntos suspensivos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/etc-no-va-seguido-de-puntos-suspensivos-1531/"
ortotipografía,convenciones gráficas,fechas,site:fundeu.es/recomendacion fechas,FundéuRAE,https://www.fundeu.es/recomendacion/como-se-escriben-las-fechas/,Ortotipografía — FundéuRAE — fechas,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar fechas.",media,¿Cómo se aplica correctamente el criterio de fechas en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). fechas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/como-se-escriben-las-fechas/"
ortotipografía,convenciones gráficas,números ordinales,site:fundeu.es/recomendacion números ordinales,FundéuRAE,https://www.fundeu.es/recomendacion/numero-ordinales-claves-de-escritura/,Ortotipografía — FundéuRAE — números ordinales,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar números ordinales.",media,¿Cómo se aplica correctamente el criterio de números ordinales en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). números ordinales. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/numero-ordinales-claves-de-escritura/"
léxico/semántica,precisión léxica y préstamos,miles y millones,site:fundeu.es/recomendacion miles y millones,FundéuRAE,https://www.fundeu.es/recomendacion/miles-y-millones-claves-de-escritura/,Léxico y semántica — FundéuRAE — miles y millones,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar miles y millones.",media,¿Cómo se aplica correctamente el criterio de miles y millones en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). miles y millones. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/miles-y-millones-claves-de-escritura/"
puntuación,signos y delimitación,decimales: coma y punto,site:fundeu.es/recomendacion decimales: coma y punto,FundéuRAE,https://www.fundeu.es/recomendacion/decimales-coma-y-punto-son-ambas-validas/,Puntuación — FundéuRAE — decimales: coma y punto,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar decimales: coma y punto.",alta,¿Cómo se aplica correctamente el criterio de decimales: coma y punto en mi frase?,socrático fuerte,ortográfica,2026-06-25,"FundéuRAE. (s. f.). decimales: coma y punto. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/decimales-coma-y-punto-son-ambas-validas/"
ortotipografía,convenciones gráficas,siglas y abreviaturas,site:fundeu.es/recomendacion siglas y abreviaturas,FundéuRAE,https://www.fundeu.es/recomendacion/siglas-y-abreviaturas-claves-de-escritura/,Ortotipografía — FundéuRAE — siglas y abreviaturas,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar siglas y abreviaturas.",media,¿Cómo se aplica correctamente el criterio de siglas y abreviaturas en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). siglas y abreviaturas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/siglas-y-abreviaturas-claves-de-escritura/"
